# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Nov 15 18:11:40 2018
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plntransdeperr1: Transit Depth Upper Unc. [percentage]
# COLUMN plntransdeperr2: Transit Depth Lower Unc. [percentage]
# COLUMN plntransdeplim: Transit Depth Limit Flag
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnradjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN plnradjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN plnradjlim:     Planet Radius Limit Flag
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plnratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN plnratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN plnratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranmiderr1: Transit Mid-Point Upper Unc. [BJD]
# COLUMN plntranmiderr2: Transit Mid-Point Lower Unc. [BJD]
# COLUMN plntranmidlim:  Transit Mid-Point Limit Flag
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
rowid,plntname,centralwavelng,bandwidth,plntransdep,plntransdeperr1,plntransdeperr2,plntransdeplim,plnradj,plnradjerr1,plnradjerr2,plnradjlim,plnratror,plnratrorerr1,plnratrorerr2,plnratrorlim,plntranmid,plntranmiderr1,plntranmiderr2,plntranmidlim,plntranreflink,facility,instrument
48,HAT-P-1 b,1.58770,,,,,,,,,,0.11466,0.00086,-0.00086,0,2456114.345307,0.000180,-0.000180,0,<a refstr=WAKEFORD_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.435.3481W target=ref> Wakeford et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
49,HAT-P-1 b,1.60690,,,,,,,,,,0.11616,0.00072,-0.00072,0,2456114.345307,0.000180,-0.000180,0,<a refstr=WAKEFORD_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.435.3481W target=ref> Wakeford et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
50,HAT-P-1 b,1.62610,,,,,,,,,,0.11474,0.00081,-0.00081,0,2456114.345307,0.000180,-0.000180,0,<a refstr=WAKEFORD_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.435.3481W target=ref> Wakeford et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
51,HAT-P-1 b,1.64530,,,,,,,,,,0.11571,0.00090,-0.00090,0,2456114.345307,0.000180,-0.000180,0,<a refstr=WAKEFORD_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.435.3481W target=ref> Wakeford et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
52,CoRoT-1 b,0.86000,0.17550,,,,,,,,,0.13890,0.00120,-0.00120,0,,,,,<a refstr=SCHLAWIN_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...783....5S target=ref> Schlawin et al. 2014</a>,Infrared Telescope Facility,SpeX and MORIS
53,CoRoT-1 b,0.98000,0.17550,,,,,,,,,0.14500,0.00270,-0.00270,0,,,,,<a refstr=SCHLAWIN_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...783....5S target=ref> Schlawin et al. 2014</a>,Infrared Telescope Facility,SpeX and MORIS
54,CoRoT-1 b,1.08300,0.17550,,,,,,,,,0.14480,0.00130,-0.00130,0,,,,,<a refstr=SCHLAWIN_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...783....5S target=ref> Schlawin et al. 2014</a>,Infrared Telescope Facility,SpeX and MORIS
55,CoRoT-1 b,1.25900,0.17550,,,,,,,,,0.14400,0.00140,-0.00140,0,,,,,<a refstr=SCHLAWIN_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...783....5S target=ref> Schlawin et al. 2014</a>,Infrared Telescope Facility,SpeX and MORIS
56,CoRoT-1 b,1.43400,0.17550,,,,,,,,,0.14740,0.00160,-0.00160,0,,,,,<a refstr=SCHLAWIN_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...783....5S target=ref> Schlawin et al. 2014</a>,Infrared Telescope Facility,SpeX and MORIS
57,CoRoT-1 b,1.61000,0.17550,,,,,,,,,0.14150,0.00100,-0.00100,0,,,,,<a refstr=SCHLAWIN_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...783....5S target=ref> Schlawin et al. 2014</a>,Infrared Telescope Facility,SpeX and MORIS
58,CoRoT-1 b,1.78600,0.17550,,,,,,,,,0.14260,0.00260,-0.00260,0,,,,,<a refstr=SCHLAWIN_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...783....5S target=ref> Schlawin et al. 2014</a>,Infrared Telescope Facility,SpeX and MORIS
59,CoRoT-1 b,1.96100,0.17550,,,,,,,,,0.14310,0.00290,-0.00290,0,,,,,<a refstr=SCHLAWIN_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...783....5S target=ref> Schlawin et al. 2014</a>,Infrared Telescope Facility,SpeX and MORIS
60,CoRoT-1 b,2.13700,0.17550,,,,,,,,,0.14400,0.00220,-0.00220,0,,,,,<a refstr=SCHLAWIN_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...783....5S target=ref> Schlawin et al. 2014</a>,Infrared Telescope Facility,SpeX and MORIS
61,CoRoT-1 b,2.31200,0.17550,,,,,,,,,0.14700,0.00200,-0.00200,0,,,,,<a refstr=SCHLAWIN_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...783....5S target=ref> Schlawin et al. 2014</a>,Infrared Telescope Facility,SpeX and MORIS
62,GJ 436 b,1.13600,,0.696600,0.006700,-0.006700,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
63,GJ 436 b,1.15500,,0.699400,0.006000,-0.006000,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
64,GJ 436 b,1.17400,,0.692400,0.005200,-0.005200,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
65,GJ 436 b,1.19300,,0.687200,0.006900,-0.006900,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
66,GJ 436 b,1.21100,,0.696800,0.005600,-0.005600,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
67,GJ 436 b,1.23000,,0.704600,0.006000,-0.006000,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
68,GJ 436 b,1.24900,,0.703600,0.005900,-0.005900,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
69,GJ 436 b,1.26800,,0.696700,0.005700,-0.005700,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
70,GJ 436 b,1.28900,,0.686900,0.005900,-0.005900,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
71,GJ 436 b,1.30600,,0.704300,0.005500,-0.005500,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
72,GJ 436 b,1.32400,,0.686900,0.005800,-0.005800,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
73,GJ 436 b,1.34300,,0.704600,0.006100,-0.006100,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
74,GJ 436 b,1.36200,,0.705700,0.006200,-0.006200,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
75,GJ 436 b,1.38100,,0.700600,0.006200,-0.006200,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
76,GJ 436 b,1.40000,,0.703600,0.007700,-0.007700,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
77,GJ 436 b,1.41900,,0.707200,0.009200,-0.009200,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
78,GJ 436 b,1.43800,,0.703000,0.008800,-0.008800,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
79,GJ 436 b,1.45600,,0.704400,0.008600,-0.008600,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
80,GJ 436 b,1.47500,,0.694800,0.008300,-0.008300,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
81,GJ 436 b,1.49400,,0.700800,0.008800,-0.008800,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
82,GJ 436 b,1.51300,,0.705700,0.009500,-0.009500,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
83,GJ 436 b,1.53200,,0.702200,0.009000,-0.009000,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
84,GJ 436 b,1.55100,,0.701800,0.008600,-0.008600,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
85,GJ 436 b,1.57000,,0.701000,0.007800,-0.007800,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
86,GJ 436 b,1.58800,,0.695900,0.008100,-0.008100,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
87,GJ 436 b,1.60700,,0.699400,0.007800,-0.007800,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
88,GJ 436 b,1.62600,,0.698400,0.007400,-0.007400,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
89,GJ 436 b,1.64500,,0.691600,0.010400,-0.010400,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
90,GJ 1214 b,0.81000,,,,,,,,,,0.12038,0.00130,-0.00130,0,2455426.422923,0.000320,-0.000320,0,<a refstr=WILSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.438.2395W target=ref> Wilson et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
91,GJ 1214 b,0.85500,,,,,,,,,,0.11042,0.00140,-0.00140,0,2455350.563492,0.000320,-0.000320,0,<a refstr=WILSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.438.2395W target=ref> Wilson et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
92,GJ 1214 b,0.87700,,,,,,,,,,0.11843,0.00250,-0.00250,0,2455437.487593,0.000320,-0.000320,0,<a refstr=WILSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.438.2395W target=ref> Wilson et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
93,GJ 1214 b,0.87700,,,,,,,,,,0.11754,0.00160,-0.00160,0,2455723.539027,0.000320,-0.000320,0,<a refstr=WILSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.438.2395W target=ref> Wilson et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
94,GJ 1214 b,0.87845,,,,,,,,,,0.11724,0.00200,-0.00200,0,2455399.556041,0.000320,-0.000320,0,<a refstr=WILSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.438.2395W target=ref> Wilson et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
95,GJ 1214 b,0.88350,,,,,,,,,,0.11556,0.00320,-0.00320,0,2455437.487593,0.000320,-0.000320,0,<a refstr=WILSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.438.2395W target=ref> Wilson et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
96,GJ 1214 b,0.88350,,,,,,,,,,0.11791,0.00160,-0.00160,0,2455723.539027,0.000320,-0.000320,0,<a refstr=WILSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.438.2395W target=ref> Wilson et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
97,GJ 1214 b,0.88496,,,,,,,,,,0.11595,0.00240,-0.00240,0,2455399.556041,0.000320,-0.000320,0,<a refstr=WILSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.438.2395W target=ref> Wilson et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
98,GJ 1214 b,3.60000,,,,,,0.257,0.005,-0.005,0,0.11638,0.00037,-0.00037,0,2454980.749000,0.000100,-0.000100,0,<a refstr=GILLON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..21G target=ref> Gillon et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
99,GJ 1214 b,4.50000,,,,,,0.258,0.005,-0.005,0,0.11694,0.00017,-0.00017,0,2454980.749000,0.000100,-0.000100,0,<a refstr=GILLON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..21G target=ref> Gillon et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
100,HAT-P-12 b,1.10800,,,,,,,,,,0.13788,0.00170,-0.00170,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
101,HAT-P-12 b,1.13200,,,,,,,,,,0.13708,0.00160,-0.00160,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
102,HAT-P-12 b,1.15500,,,,,,,,,,0.13737,0.00140,-0.00140,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
103,HAT-P-12 b,1.17900,,,,,,,,,,0.13824,0.00150,-0.00150,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
104,HAT-P-12 b,1.20200,,,,,,,,,,0.13921,0.00140,-0.00140,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
105,HAT-P-12 b,1.22600,,,,,,,,,,0.13671,0.00110,-0.00110,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
106,HAT-P-12 b,1.25000,,,,,,,,,,0.13572,0.00110,-0.00110,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
107,HAT-P-12 b,1.27300,,,,,,,,,,0.13755,0.00120,-0.00120,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
108,HAT-P-12 b,1.29700,,,,,,,,,,0.13874,0.00120,-0.00120,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
109,HAT-P-12 b,1.32000,,,,,,,,,,0.13646,0.00130,-0.00130,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
110,HAT-P-12 b,1.34400,,,,,,,,,,0.13744,0.00130,-0.00130,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
111,HAT-P-12 b,1.36700,,,,,,,,,,0.13689,0.00130,-0.00130,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
112,HAT-P-12 b,1.39100,,,,,,,,,,0.13820,0.00120,-0.00120,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
113,HAT-P-12 b,1.41400,,,,,,,,,,0.13733,0.00110,-0.00110,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
114,HAT-P-12 b,1.43800,,,,,,,,,,0.13737,0.00100,-0.00100,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
115,HAT-P-12 b,1.46200,,,,,,,,,,0.13914,0.00130,-0.00130,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
116,HAT-P-12 b,1.48500,,,,,,,,,,0.13704,0.00120,-0.00120,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
117,HAT-P-12 b,1.50900,,,,,,,,,,0.13439,0.00110,-0.00110,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
118,HAT-P-12 b,1.53200,,,,,,,,,,0.13431,0.00120,-0.00120,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
119,HAT-P-12 b,1.55600,,,,,,,,,,0.13494,0.00110,-0.00110,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
120,HAT-P-12 b,1.57900,,,,,,,,,,0.13612,0.00120,-0.00120,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
121,HAT-P-12 b,1.60300,,,,,,,,,,0.13835,0.00120,-0.00120,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
122,HAT-P-12 b,1.62700,,,,,,,,,,0.13620,0.00130,-0.00130,0,,,,,<a refstr=LINE_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
123,HAT-P-16 b,0.36000,0.11400,,,,,,,,,0.10586,0.00088,-0.00088,0,2456290.657790,0.000490,-0.000490,0,<a refstr=PEARSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014NewA...27..102P target=ref> Pearson et al. 2014</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
124,HD 97658 b,1.13200,0.01900,0.092600,0.002300,-0.002300,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a refstr=KNUTSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
